Start (s),End (s),Scientific name,Common name,Confidence,origial
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.9920873,datasets\CommonChaffinch\480698.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.9843121,datasets\CommonChaffinch\480698.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.9801363,datasets\CommonChaffinch\480698.mp3
6.0,9.0,Parus major,Great Tit,0.35106552,datasets\CommonChaffinch\480698.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.9734987,datasets\CommonChaffinch\480698.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.8592954,datasets\CommonChaffinch\478291.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.82723695,datasets\CommonChaffinch\478291.mp3
3.0,6.0,Phoenicurus phoenicurus,Common Redstart,0.23853551,datasets\CommonChaffinch\478291.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.7110989,datasets\CommonChaffinch\478291.mp3
6.0,9.0,Phoenicurus phoenicurus,Common Redstart,0.11324302,datasets\CommonChaffinch\478291.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.9293075,datasets\CommonChaffinch\478291.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.7213436,datasets\CommonChaffinch\478291.mp3
12.0,15.0,Phoenicurus phoenicurus,Common Redstart,0.46591616,datasets\CommonChaffinch\478291.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.6692654,datasets\CommonChaffinch\478291.mp3
15.0,18.0,Phoenicurus phoenicurus,Common Redstart,0.27345788,datasets\CommonChaffinch\478291.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.90340453,datasets\CommonChaffinch\478291.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.72184634,datasets\CommonChaffinch\478291.mp3
21.0,24.0,Phoenicurus phoenicurus,Common Redstart,0.49133664,datasets\CommonChaffinch\478291.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.86166793,datasets\CommonChaffinch\478291.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.8063395,datasets\CommonChaffinch\478291.mp3
27.0,30.0,Phoenicurus phoenicurus,Common Redstart,0.36618817,datasets\CommonChaffinch\478291.mp3
30.0,33.0,Fringilla coelebs,Common Chaffinch,0.46970057,datasets\CommonChaffinch\478291.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.4077307,datasets\CommonChaffinch\478291.mp3
33.0,36.0,Phoenicurus phoenicurus,Common Redstart,0.16519903,datasets\CommonChaffinch\478291.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.72926205,datasets\CommonChaffinch\385154.mp3
0.0,3.0,Anthus trivialis,Tree Pipit,0.5860992,datasets\CommonChaffinch\385154.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.9944759,datasets\CommonChaffinch\385154.mp3
3.0,6.0,Anthus trivialis,Tree Pipit,0.1264804,datasets\CommonChaffinch\385154.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.39730287,datasets\CommonChaffinch\385154.mp3
6.0,9.0,Anthus trivialis,Tree Pipit,0.17268884,datasets\CommonChaffinch\385154.mp3
9.0,12.0,Emberiza citrinella,Yellowhammer,0.19828102,datasets\CommonChaffinch\385154.mp3
9.0,12.0,Phoenicurus phoenicurus,Common Redstart,0.10519887,datasets\CommonChaffinch\385154.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.8995368,datasets\CommonChaffinch\385154.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.7664087,datasets\CommonChaffinch\385154.mp3
18.0,21.0,Anthus trivialis,Tree Pipit,0.47200528,datasets\CommonChaffinch\385154.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.9664302,datasets\CommonChaffinch\385154.mp3
21.0,24.0,Anthus trivialis,Tree Pipit,0.12498404,datasets\CommonChaffinch\385154.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.25138232,datasets\CommonChaffinch\385154.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.95903057,datasets\CommonChaffinch\385154.mp3
27.0,30.0,Anthus trivialis,Tree Pipit,0.1906202,datasets\CommonChaffinch\385154.mp3
30.0,33.0,Fringilla coelebs,Common Chaffinch,0.5602983,datasets\CommonChaffinch\385154.mp3
36.0,39.0,Fringilla coelebs,Common Chaffinch,0.8182618,datasets\CommonChaffinch\385154.mp3
36.0,39.0,Anthus trivialis,Tree Pipit,0.30535316,datasets\CommonChaffinch\385154.mp3
42.0,45.0,Fringilla coelebs,Common Chaffinch,0.753697,datasets\CommonChaffinch\385154.mp3
42.0,45.0,Anthus trivialis,Tree Pipit,0.7152561,datasets\CommonChaffinch\385154.mp3
45.0,48.0,Fringilla coelebs,Common Chaffinch,0.9652394,datasets\CommonChaffinch\385154.mp3
48.0,51.0,Fringilla coelebs,Common Chaffinch,0.41552097,datasets\CommonChaffinch\385154.mp3
48.0,51.0,Emberiza citrinella,Yellowhammer,0.13694535,datasets\CommonChaffinch\385154.mp3
51.0,54.0,Fringilla coelebs,Common Chaffinch,0.80295014,datasets\CommonChaffinch\385154.mp3
54.0,57.0,Fringilla coelebs,Common Chaffinch,0.9423945,datasets\CommonChaffinch\385154.mp3
54.0,57.0,Anthus trivialis,Tree Pipit,0.19438343,datasets\CommonChaffinch\385154.mp3
57.0,60.0,Fringilla coelebs,Common Chaffinch,0.7104651,datasets\CommonChaffinch\385154.mp3
57.0,60.0,Sylvia borin,Garden Warbler,0.10871125,datasets\CommonChaffinch\385154.mp3
60.0,63.0,Fringilla coelebs,Common Chaffinch,0.9753042,datasets\CommonChaffinch\385154.mp3
63.0,66.0,Fringilla coelebs,Common Chaffinch,0.98619175,datasets\CommonChaffinch\385154.mp3
66.0,69.0,Fringilla coelebs,Common Chaffinch,0.31908205,datasets\CommonChaffinch\385154.mp3
72.0,75.0,Anthus trivialis,Tree Pipit,0.8252173,datasets\CommonChaffinch\385154.mp3
72.0,75.0,Fringilla coelebs,Common Chaffinch,0.59354854,datasets\CommonChaffinch\385154.mp3
75.0,78.0,Fringilla coelebs,Common Chaffinch,0.947864,datasets\CommonChaffinch\385154.mp3
78.0,81.0,Fringilla coelebs,Common Chaffinch,0.85897756,datasets\CommonChaffinch\385154.mp3
78.0,81.0,Anthus trivialis,Tree Pipit,0.299172,datasets\CommonChaffinch\385154.mp3
78.0,81.0,Emberiza citrinella,Yellowhammer,0.2738276,datasets\CommonChaffinch\385154.mp3
81.0,84.0,Fringilla coelebs,Common Chaffinch,0.91156244,datasets\CommonChaffinch\385154.mp3
81.0,84.0,Anthus trivialis,Tree Pipit,0.64777064,datasets\CommonChaffinch\385154.mp3
84.0,87.0,Fringilla coelebs,Common Chaffinch,0.9748048,datasets\CommonChaffinch\385154.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.9891589,datasets\CommonChaffinch\384623.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.94087374,datasets\CommonChaffinch\384623.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.2766846,datasets\CommonChaffinch\384623.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.98847604,datasets\CommonChaffinch\384623.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.9811249,datasets\CommonChaffinch\384623.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.99727803,datasets\CommonChaffinch\384623.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.9964194,datasets\CommonChaffinch\384623.mp3
30.0,33.0,Fringilla coelebs,Common Chaffinch,0.13585474,datasets\CommonChaffinch\384623.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.98542756,datasets\CommonChaffinch\384623.mp3
36.0,39.0,Fringilla coelebs,Common Chaffinch,0.9767121,datasets\CommonChaffinch\384623.mp3
39.0,42.0,Fringilla coelebs,Common Chaffinch,0.19226977,datasets\CommonChaffinch\384623.mp3
42.0,45.0,Fringilla coelebs,Common Chaffinch,0.98828214,datasets\CommonChaffinch\384623.mp3
45.0,48.0,Certhia familiaris,Eurasian Treecreeper,0.18546256,datasets\CommonChaffinch\384623.mp3
48.0,51.0,Fringilla coelebs,Common Chaffinch,0.13338812,datasets\CommonChaffinch\384623.mp3
51.0,54.0,Fringilla coelebs,Common Chaffinch,0.98309314,datasets\CommonChaffinch\384623.mp3
57.0,60.0,Fringilla coelebs,Common Chaffinch,0.98227733,datasets\CommonChaffinch\384623.mp3
63.0,66.0,Fringilla coelebs,Common Chaffinch,0.8322409,datasets\CommonChaffinch\384623.mp3
66.0,69.0,Fringilla coelebs,Common Chaffinch,0.99524033,datasets\CommonChaffinch\384623.mp3
69.0,72.0,Prunella modularis,Dunnock,0.13513312,datasets\CommonChaffinch\384623.mp3
72.0,75.0,Fringilla coelebs,Common Chaffinch,0.9793345,datasets\CommonChaffinch\384623.mp3
78.0,81.0,Fringilla coelebs,Common Chaffinch,0.9674091,datasets\CommonChaffinch\384623.mp3
81.0,84.0,Fringilla coelebs,Common Chaffinch,0.40200993,datasets\CommonChaffinch\384623.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.10090018,datasets\CommonChaffinch\367027.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.99166065,datasets\CommonChaffinch\367027.mp3
6.0,9.0,Turdus merula,Eurasian Blackbird,0.48167816,datasets\CommonChaffinch\367027.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.85465497,datasets\CommonChaffinch\367027.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.6414145,datasets\CommonChaffinch\367027.mp3
12.0,15.0,Luscinia megarhynchos,Common Nightingale,0.1738779,datasets\CommonChaffinch\367027.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.86371577,datasets\CommonChaffinch\367027.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.97526383,datasets\CommonChaffinch\367027.mp3
21.0,24.0,Troglodytes troglodytes,Eurasian Wren,0.26088405,datasets\CommonChaffinch\367027.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.98765355,datasets\CommonChaffinch\367027.mp3
27.0,30.0,Anthus trivialis,Tree Pipit,0.56214285,datasets\CommonChaffinch\367027.mp3
27.0,30.0,Phoenicurus phoenicurus,Common Redstart,0.17007884,datasets\CommonChaffinch\367027.mp3
30.0,33.0,Fringilla coelebs,Common Chaffinch,0.91165936,datasets\CommonChaffinch\367027.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.96842223,datasets\CommonChaffinch\367027.mp3
36.0,39.0,Troglodytes troglodytes,Eurasian Wren,0.42638886,datasets\CommonChaffinch\367027.mp3
39.0,42.0,Fringilla coelebs,Common Chaffinch,0.96586555,datasets\CommonChaffinch\367027.mp3
42.0,45.0,Sitta europaea,Eurasian Nuthatch,0.12918846,datasets\CommonChaffinch\367027.mp3
42.0,45.0,Fringilla coelebs,Common Chaffinch,0.11114119,datasets\CommonChaffinch\367027.mp3
45.0,48.0,Fringilla coelebs,Common Chaffinch,0.99032086,datasets\CommonChaffinch\367027.mp3
48.0,51.0,Fringilla coelebs,Common Chaffinch,0.90642214,datasets\CommonChaffinch\367027.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.6313596,datasets\CommonChaffinch\367027.mp3
54.0,57.0,Fringilla coelebs,Common Chaffinch,0.9863681,datasets\CommonChaffinch\367027.mp3
57.0,60.0,Fringilla coelebs,Common Chaffinch,0.9000931,datasets\CommonChaffinch\367027.mp3
60.0,63.0,Fringilla coelebs,Common Chaffinch,0.9689802,datasets\CommonChaffinch\367027.mp3
63.0,66.0,Fringilla coelebs,Common Chaffinch,0.9630106,datasets\CommonChaffinch\367027.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.96979845,datasets\CommonChaffinch\367025.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.97401494,datasets\CommonChaffinch\367025.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.97932637,datasets\CommonChaffinch\367025.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.9903014,datasets\CommonChaffinch\367025.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.98907465,datasets\CommonChaffinch\367025.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.884629,datasets\CommonChaffinch\367025.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.81063104,datasets\CommonChaffinch\367025.mp3
18.0,21.0,Parus major,Great Tit,0.14034547,datasets\CommonChaffinch\367025.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.91671854,datasets\CommonChaffinch\367025.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.9048412,datasets\CommonChaffinch\367025.mp3
27.0,30.0,Ficedula hypoleuca,European Pied Flycatcher,0.14553358,datasets\CommonChaffinch\367025.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.9834969,datasets\CommonChaffinch\367023.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.95327985,datasets\CommonChaffinch\367023.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.9896123,datasets\CommonChaffinch\367023.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.82653934,datasets\CommonChaffinch\367023.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.9763173,datasets\CommonChaffinch\367023.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.9837351,datasets\CommonChaffinch\367023.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.9909338,datasets\CommonChaffinch\367023.mp3
27.0,30.0,Phoenicurus phoenicurus,Common Redstart,0.2068629,datasets\CommonChaffinch\367023.mp3
30.0,33.0,Ficedula hypoleuca,European Pied Flycatcher,0.32747203,datasets\CommonChaffinch\367023.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.26742473,datasets\CommonChaffinch\367023.mp3
36.0,39.0,Fringilla coelebs,Common Chaffinch,0.9738609,datasets\CommonChaffinch\367023.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.9804041,datasets\CommonChaffinch\367021.mp3
0.0,3.0,Anthus trivialis,Tree Pipit,0.14459021,datasets\CommonChaffinch\367021.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.3444493,datasets\CommonChaffinch\367021.mp3
6.0,9.0,Turdus merula,Eurasian Blackbird,0.34800988,datasets\CommonChaffinch\367021.mp3
9.0,12.0,Emberiza citrinella,Yellowhammer,0.40620652,datasets\CommonChaffinch\367021.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.37712178,datasets\CommonChaffinch\367021.mp3
9.0,12.0,Motacilla cinerea,Gray Wagtail,0.26408792,datasets\CommonChaffinch\367021.mp3
9.0,12.0,Phylloscopus trochilus,Willow Warbler,0.16514933,datasets\CommonChaffinch\367021.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.8387071,datasets\CommonChaffinch\367021.mp3
12.0,15.0,Anthus trivialis,Tree Pipit,0.115168095,datasets\CommonChaffinch\367021.mp3
15.0,18.0,Ficedula hypoleuca,European Pied Flycatcher,0.19284067,datasets\CommonChaffinch\367021.mp3
15.0,18.0,Turdus merula,Eurasian Blackbird,0.10755194,datasets\CommonChaffinch\367021.mp3
18.0,21.0,Turdus merula,Eurasian Blackbird,0.36808085,datasets\CommonChaffinch\367021.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.975091,datasets\CommonChaffinch\367021.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.8633641,datasets\CommonChaffinch\367021.mp3
24.0,27.0,Anthus trivialis,Tree Pipit,0.41633764,datasets\CommonChaffinch\367021.mp3
27.0,30.0,Phylloscopus sibilatrix,Wood Warbler,0.12720153,datasets\CommonChaffinch\367021.mp3
27.0,30.0,Turdus merula,Eurasian Blackbird,0.1149885,datasets\CommonChaffinch\367021.mp3
27.0,30.0,Troglodytes troglodytes,Eurasian Wren,0.11469185,datasets\CommonChaffinch\367021.mp3
30.0,33.0,Turdus merula,Eurasian Blackbird,0.3632234,datasets\CommonChaffinch\367021.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.9530662,datasets\CommonChaffinch\367021.mp3
36.0,39.0,Fringilla coelebs,Common Chaffinch,0.93303925,datasets\CommonChaffinch\367021.mp3
39.0,42.0,Sylvia atricapilla,Eurasian Blackcap,0.11994333,datasets\CommonChaffinch\367021.mp3
42.0,45.0,Turdus merula,Eurasian Blackbird,0.29872006,datasets\CommonChaffinch\367021.mp3
45.0,48.0,Fringilla coelebs,Common Chaffinch,0.96066266,datasets\CommonChaffinch\367021.mp3
51.0,54.0,Turdus merula,Eurasian Blackbird,0.26552132,datasets\CommonChaffinch\367021.mp3
54.0,57.0,Troglodytes troglodytes,Eurasian Wren,0.11624542,datasets\CommonChaffinch\367021.mp3
57.0,60.0,Fringilla coelebs,Common Chaffinch,0.9750438,datasets\CommonChaffinch\367021.mp3
60.0,63.0,Fringilla coelebs,Common Chaffinch,0.83735734,datasets\CommonChaffinch\367021.mp3
66.0,69.0,Turdus merula,Eurasian Blackbird,0.6914932,datasets\CommonChaffinch\367021.mp3
69.0,72.0,Sylvia atricapilla,Eurasian Blackcap,0.13156451,datasets\CommonChaffinch\367021.mp3
72.0,75.0,Fringilla coelebs,Common Chaffinch,0.94717765,datasets\CommonChaffinch\367021.mp3
75.0,78.0,Fringilla coelebs,Common Chaffinch,0.88467634,datasets\CommonChaffinch\367021.mp3
78.0,81.0,Fringilla coelebs,Common Chaffinch,0.9873707,datasets\CommonChaffinch\367021.mp3
81.0,84.0,Ficedula hypoleuca,European Pied Flycatcher,0.24735178,datasets\CommonChaffinch\367021.mp3
84.0,87.0,Ficedula hypoleuca,European Pied Flycatcher,0.23274814,datasets\CommonChaffinch\367021.mp3
87.0,90.0,Fringilla coelebs,Common Chaffinch,0.8331575,datasets\CommonChaffinch\367021.mp3
90.0,93.0,Fringilla coelebs,Common Chaffinch,0.93942195,datasets\CommonChaffinch\367021.mp3
93.0,96.0,Ficedula hypoleuca,European Pied Flycatcher,0.14227831,datasets\CommonChaffinch\367021.mp3
96.0,99.0,Ficedula hypoleuca,European Pied Flycatcher,0.16224703,datasets\CommonChaffinch\367021.mp3
99.0,102.0,Fringilla coelebs,Common Chaffinch,0.86511266,datasets\CommonChaffinch\367021.mp3
102.0,105.0,Fringilla coelebs,Common Chaffinch,0.96175575,datasets\CommonChaffinch\367021.mp3
0.0,3.0,Emberiza citrinella,Yellowhammer,0.569135,datasets\CommonChaffinch\363755.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.43623468,datasets\CommonChaffinch\363755.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.97304934,datasets\CommonChaffinch\363755.mp3
6.0,9.0,Phylloscopus collybita,Common Chiffchaff,0.9137551,datasets\CommonChaffinch\363755.mp3
9.0,12.0,Phylloscopus collybita,Common Chiffchaff,0.48008594,datasets\CommonChaffinch\363755.mp3
12.0,15.0,Fringilla coelebs,Common Chaffinch,0.9984138,datasets\CommonChaffinch\363755.mp3
15.0,18.0,Emberiza schoeniclus,Reed Bunting,0.12137892,datasets\CommonChaffinch\363755.mp3
18.0,21.0,Phylloscopus collybita,Common Chiffchaff,0.9747508,datasets\CommonChaffinch\363755.mp3
21.0,24.0,Phylloscopus collybita,Common Chiffchaff,0.9895242,datasets\CommonChaffinch\363755.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.9213436,datasets\CommonChaffinch\363755.mp3
24.0,27.0,Anthus trivialis,Tree Pipit,0.10368779,datasets\CommonChaffinch\363755.mp3
27.0,30.0,Fringilla coelebs,Common Chaffinch,0.98934144,datasets\CommonChaffinch\363755.mp3
0.0,3.0,Fringilla coelebs,Common Chaffinch,0.945449,datasets\CommonChaffinch\361643.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.73115313,datasets\CommonChaffinch\361643.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.9319793,datasets\CommonChaffinch\361643.mp3
12.0,15.0,Chloris chloris,European Greenfinch,0.4157931,datasets\CommonChaffinch\361643.mp3
15.0,18.0,Fringilla coelebs,Common Chaffinch,0.9922782,datasets\CommonChaffinch\361643.mp3
18.0,21.0,Phoenicurus phoenicurus,Common Redstart,0.14091401,datasets\CommonChaffinch\361643.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.9660998,datasets\CommonChaffinch\361643.mp3
24.0,27.0,Fringilla coelebs,Common Chaffinch,0.96935207,datasets\CommonChaffinch\361643.mp3
30.0,33.0,Fringilla coelebs,Common Chaffinch,0.8230125,datasets\CommonChaffinch\361643.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.2421374,datasets\CommonChaffinch\361643.mp3
33.0,36.0,Turdus iliacus,Redwing,0.103174105,datasets\CommonChaffinch\361643.mp3
36.0,39.0,Fringilla coelebs,Common Chaffinch,0.98892653,datasets\CommonChaffinch\361643.mp3
39.0,42.0,Fringilla coelebs,Common Chaffinch,0.97442824,datasets\CommonChaffinch\361643.mp3
42.0,45.0,Phoenicurus phoenicurus,Common Redstart,0.15685134,datasets\CommonChaffinch\361643.mp3
45.0,48.0,Fringilla coelebs,Common Chaffinch,0.9940381,datasets\CommonChaffinch\361643.mp3
48.0,51.0,Fringilla coelebs,Common Chaffinch,0.95354074,datasets\CommonChaffinch\361643.mp3
51.0,54.0,Fringilla coelebs,Common Chaffinch,0.17049126,datasets\CommonChaffinch\361643.mp3
54.0,57.0,Fringilla coelebs,Common Chaffinch,0.931462,datasets\CommonChaffinch\361643.mp3
57.0,60.0,Fringilla coelebs,Common Chaffinch,0.98643386,datasets\CommonChaffinch\361643.mp3
0.0,3.0,Phoenicurus phoenicurus,Common Redstart,0.13665824,datasets\CommonChaffinch\361639.mp3
3.0,6.0,Phoenicurus phoenicurus,Common Redstart,0.92484546,datasets\CommonChaffinch\361639.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.20058988,datasets\CommonChaffinch\361639.mp3
6.0,9.0,Phoenicurus phoenicurus,Common Redstart,0.71633077,datasets\CommonChaffinch\361639.mp3
6.0,9.0,Fringilla coelebs,Common Chaffinch,0.19812332,datasets\CommonChaffinch\361639.mp3
9.0,12.0,Phoenicurus phoenicurus,Common Redstart,0.82608354,datasets\CommonChaffinch\361639.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.11385242,datasets\CommonChaffinch\361639.mp3
12.0,15.0,Phoenicurus phoenicurus,Common Redstart,0.8527488,datasets\CommonChaffinch\361639.mp3
